Pregrasp pose | Grasp pose | Postgrasp pose | probability | gripper close | gripper open (Matrix as Col vectors)
 0.413125 -0.802411  0.430657         0  0.883422  0.238295 -0.403461         0  0.221118  0.547131  0.807313         0  0.101137 -0.150886  0.122545         1|  0.413125  -0.802411   0.430657          0   0.883422   0.238295  -0.403461          0   0.221118   0.547131   0.807313          0  0.0598243 -0.0706445  0.0794795          1|  0.413125  -0.802411   0.430657          0   0.883422   0.238295  -0.403461          0   0.221118   0.547131   0.807313          0  0.0598243 -0.0706445    0.27948          1|0.783719|0.0435035|0.05
  0.464619   -0.55716    0.68826          0  -0.883422  -0.238295   0.403461          0 -0.0607832   -0.79548  -0.602924          0   0.111152  -0.103184   0.172649          1|  0.464619   -0.55716    0.68826          0  -0.883422  -0.238295   0.403461          0 -0.0607832   -0.79548  -0.602924          0  0.0646905 -0.0474683   0.103823          1|  0.464619   -0.55716    0.68826          0  -0.883422  -0.238295   0.403461          0 -0.0607832   -0.79548  -0.602924          0  0.0646905 -0.0474683   0.303823          1|0.783719|0.0435035|0.05
  0.411612  0.0168193   0.911204          0  -0.883422  -0.238295   0.403461          0   0.223921  -0.971047 -0.0832265          0   0.100843 0.00845469   0.216012          1|  0.411612  0.0168193   0.911204          0  -0.883422  -0.238295   0.403461          0   0.223921  -0.971047 -0.0832265          0  0.0596813 0.00677275   0.124891          1|  0.411612  0.0168193   0.911204          0  -0.883422  -0.238295   0.403461          0   0.223921  -0.971047 -0.0832265          0  0.0596813 0.00677275   0.324891          1|0.783719|0.0435035|0.05
  0.31855 -0.297157 -0.900124         0  0.883568 -0.250797  0.395486         0  -0.34327 -0.921303  0.182667         0 0.0819579 0.0146519 -0.163895         1|   0.31855  -0.297157  -0.900124          0   0.883568  -0.250797   0.395486          0   -0.34327  -0.921303   0.182667          0  0.0501029  0.0443676 -0.0738825          1|  0.31855 -0.297157 -0.900124         0  0.883568 -0.250797  0.395486         0  -0.34327 -0.921303  0.182667         0 0.0501029 0.0443676  0.126117         1|0.78173|0.045271|0.05
 0.443338   0.17591 -0.878924         0 -0.883568  0.250797 -0.395486         0  0.150861  0.951923  0.266616         0  0.106229  0.106664 -0.159771         1|  0.443338    0.17591  -0.878924          0  -0.883568   0.250797  -0.395486          0   0.150861   0.951923   0.266616          0  0.0618955  0.0890725 -0.0718791          1| 0.443338   0.17591 -0.878924         0 -0.883568  0.250797 -0.395486         0  0.150861  0.951923  0.266616         0 0.0618955 0.0890725  0.128121         1|0.78173|0.045271|0.05
   0.269994   -0.417212   -0.867777           0   -0.883568    0.250797   -0.395486           0    0.382637    0.873519   -0.300921           0   0.0725139 -0.00869868   -0.157603           1|  0.269994  -0.417212  -0.867777          0  -0.883568   0.250797  -0.395486          0   0.382637   0.873519  -0.300921          0  0.0455145  0.0330225 -0.0708257          1| 0.269994 -0.417212 -0.867777         0 -0.883568  0.250797 -0.395486         0  0.382637  0.873519 -0.300921         0 0.0455145 0.0330225  0.129174         1|0.78173|0.045271|0.05
  0.459481   0.301123  -0.835585          0   0.883568  -0.250797   0.395486          0 -0.0904724  -0.920014  -0.381299          0   0.109369   0.131017  -0.151342          1|  0.459481   0.301123  -0.835585          0   0.883568  -0.250797   0.395486          0 -0.0904724  -0.920014  -0.381299          0   0.063421   0.100905 -0.0677836          1|  0.459481   0.301123  -0.835585          0   0.883568  -0.250797   0.395486          0 -0.0904724  -0.920014  -0.381299          0   0.063421   0.100905   0.132216          1|0.78173|0.045271|0.05
  0.509518  -0.678524   0.529147          0  -0.858538  -0.359802   0.365316          0 -0.0574875  -0.640427  -0.765864          0   0.119689  -0.123838   0.139394          1|  0.509518  -0.678524   0.529147          0  -0.858538  -0.359802   0.365316          0 -0.0574875  -0.640427  -0.765864          0  0.0687373 -0.0559852  0.0864789          1|  0.509518  -0.678524   0.529147          0  -0.858538  -0.359802   0.365316          0 -0.0574875  -0.640427  -0.765864          0  0.0687373 -0.0559852   0.286479          1|0.765723|0.0452213|0.05
 0.503194  -0.72813  0.465428         0  0.858538  0.359802 -0.365316         0 0.0985352  0.583412  0.806177         0  0.118459 -0.133486     0.127         1|  0.503194   -0.72813   0.465428          0   0.858538   0.359802  -0.365316          0  0.0985352   0.583412   0.806177          0  0.0681397 -0.0606729  0.0804575          1|  0.503194   -0.72813   0.465428          0   0.858538   0.359802  -0.365316          0  0.0985352   0.583412   0.806177          0  0.0681397 -0.0606729   0.280457          1|0.765723|0.0452213|0.05
  0.381169  -0.433296   0.816679          0  -0.870707  -0.465195   0.159573          0   0.310772  -0.771912  -0.554592          0  0.0944441 -0.0597146   0.215235          1| 0.381169 -0.433296  0.816679         0 -0.870707 -0.465195  0.159573         0  0.310772 -0.771912 -0.554592         0 0.0563271 -0.016385  0.133567         1| 0.381169 -0.433296  0.816679         0 -0.870707 -0.465195  0.159573         0  0.310772 -0.771912 -0.554592         0 0.0563271 -0.016385  0.333567         1|0.760614|0.0452354|0.05
  0.49104 -0.804262  0.334726         0 -0.870707 -0.465195  0.159573         0 0.0273744 -0.369805 -0.928706         0  0.115814 -0.131868  0.121495         1|   0.49104  -0.804262   0.334726          0  -0.870707  -0.465195   0.159573          0  0.0273744  -0.369805  -0.928706          0  0.0667099 -0.0514414  0.0880225          1|   0.49104  -0.804262   0.334726          0  -0.870707  -0.465195   0.159573          0  0.0273744  -0.369805  -0.928706          0  0.0667099 -0.0514414   0.288022          1|0.760614|0.0452354|0.05
  0.423328  -0.543776   0.724638          0   0.870707   0.465195  -0.159573          0  -0.250326   0.698499     0.6704          0   0.102644 -0.0812031   0.197333          1|  0.423328  -0.543776   0.724638          0   0.870707   0.465195  -0.159573          0  -0.250326   0.698499     0.6704          0  0.0603111 -0.0268254   0.124869          1|  0.423328  -0.543776   0.724638          0   0.870707   0.465195  -0.159573          0  -0.250326   0.698499     0.6704          0  0.0603111 -0.0268254   0.324869          1|0.760614|0.0452354|0.05
 0.489617 -0.850492  0.192194         0  0.870707  0.465195 -0.159573         0  0.046308  0.245474  0.968296         0  0.115537 -0.140859 0.0937725         1|  0.489617  -0.850492   0.192194          0   0.870707   0.465195  -0.159573          0   0.046308   0.245474   0.968296          0  0.0665755 -0.0558101  0.0745531          1|  0.489617  -0.850492   0.192194          0   0.870707   0.465195  -0.159573          0   0.046308   0.245474   0.968296          0  0.0665755 -0.0558101   0.274553          1|0.760614|0.0452354|0.05
  0.195342 -0.0293566   0.980296          0   0.870707   0.465195  -0.159573          0  -0.451344   0.884721   0.116433          0  0.0583006  0.0188516   0.247058          1|  0.195342 -0.0293566   0.980296          0   0.870707   0.465195  -0.159573          0  -0.451344   0.884721   0.116433          0  0.0387664  0.0217872   0.149029          1|  0.195342 -0.0293566   0.980296          0   0.870707   0.465195  -0.159573          0  -0.451344   0.884721   0.116433          0  0.0387664  0.0217872   0.349029          1|0.760614|0.0452354|0.05
 0.381265  0.399786 -0.833552         0 -0.754205 -0.386911 -0.530541         0 -0.534613  0.830946  0.154005         0 0.0962005  0.210607 -0.149495         1| 0.381265  0.399786 -0.833552         0 -0.754205 -0.386911 -0.530541         0 -0.534613  0.830946  0.154005         0 0.0580741  0.170628  -0.06614         1| 0.381265  0.399786 -0.833552         0 -0.754205 -0.386911 -0.530541         0 -0.534613  0.830946  0.154005         0 0.0580741  0.170628   0.13386         1|0.758716|0.0476142|0.05
 0.622688 -0.164984 -0.764879         0 -0.754205 -0.386911 -0.530541         0 -0.208409  0.907238 -0.365357         0  0.143157  0.100759 -0.136138         1|  0.622688  -0.164984  -0.764879          0  -0.754205  -0.386911  -0.530541          0  -0.208409   0.907238  -0.365357          0  0.0808885   0.117257 -0.0596504          1| 0.622688 -0.164984 -0.764879         0 -0.754205 -0.386911 -0.530541         0 -0.208409  0.907238 -0.365357         0 0.0808885  0.117257   0.14035         1|0.758716|0.0476142|0.05
 0.477699  0.231061 -0.847593         0  0.754205  0.386911  0.530541         0  0.450531 -0.892699 0.0105595         0  0.114957   0.17779 -0.152226         1|  0.477699   0.231061  -0.847593          0   0.754205   0.386911   0.530541          0   0.450531  -0.892699  0.0105595          0  0.0671871   0.154684 -0.0674669          1| 0.477699  0.231061 -0.847593         0  0.754205  0.386911  0.530541         0  0.450531 -0.892699 0.0105595         0 0.0671871  0.154684  0.132533         1|0.758716|0.0476142|0.05
 0.651282 -0.337783 -0.679511         0  0.754205  0.386911  0.530541         0 0.0837025 -0.858023  0.506746         0  0.148719 0.0671496 -0.119534         1|  0.651282  -0.337783  -0.679511          0   0.754205   0.386911   0.530541          0  0.0837025  -0.858023   0.506746          0  0.0835907   0.100928 -0.0515831          1| 0.651282 -0.337783 -0.679511         0  0.754205  0.386911  0.530541         0 0.0837025 -0.858023  0.506746         0 0.0835907  0.100928  0.148417         1|0.758716|0.0476142|0.05
  0.304251  -0.784268  -0.540699          0   0.950783   0.215049   0.223083          0 -0.0586801   -0.58196   0.811097          0  0.0791769  -0.144826 -0.0898645          1|  0.304251  -0.784268  -0.540699          0   0.950783   0.215049   0.223083          0 -0.0586801   -0.58196   0.811097          0  0.0487517 -0.0663994 -0.0357947          1|  0.304251  -0.784268  -0.540699          0   0.950783   0.215049   0.223083          0 -0.0586801   -0.58196   0.811097          0  0.0487517 -0.0663994   0.164205          1|0.758147|0.0420706|0.05
0.0126885 -0.746369  0.665411         0 -0.950783 -0.215049 -0.223083         0  0.309598 -0.629831 -0.712364         0 0.0224679 -0.137455  0.144724         1|0.0126885 -0.746369  0.665411         0 -0.950783 -0.215049 -0.223083         0  0.309598 -0.629831 -0.712364         0 0.0211991 -0.062818 0.0781827         1|0.0126885 -0.746369  0.665411         0 -0.950783 -0.215049 -0.223083         0  0.309598 -0.629831 -0.712364         0 0.0211991 -0.062818  0.278183         1|0.758147|0.0420706|0.05
 0.171712   0.23362 -0.957046         0 -0.950783 -0.215049 -0.223083         0 -0.257928  0.948249  0.185195         0  0.053398  0.053153 -0.170844         1|  0.171712    0.23362  -0.957046          0  -0.950783  -0.215049  -0.223083          0  -0.257928   0.948249   0.185195          0  0.0362268   0.029791 -0.0751395          1| 0.171712   0.23362 -0.957046         0 -0.950783 -0.215049 -0.223083         0 -0.257928  0.948249  0.185195         0 0.0362268  0.029791  0.124861         1|0.758147|0.0420706|0.05
  0.290525  -0.368364  -0.883122          0  -0.950783  -0.215049  -0.223083          0  -0.107739   0.904468  -0.412711          0   0.076507 -0.0639328  -0.156466          1|  0.290525  -0.368364  -0.883122          0  -0.950783  -0.215049  -0.223083          0  -0.107739   0.904468  -0.412711          0  0.0474546 -0.0270965 -0.0681536          1|  0.290525  -0.368364  -0.883122          0  -0.950783  -0.215049  -0.223083          0  -0.107739   0.904468  -0.412711          0  0.0474546 -0.0270965   0.131846          1|0.758147|0.0420706|0.05
 0.149827  0.311125 -0.938484         0  0.950783  0.215049  0.223083         0  0.271227 -0.925719 -0.263592         0 0.0491413 0.0682278 -0.167234         1|  0.149827   0.311125  -0.938484          0   0.950783   0.215049   0.223083          0   0.271227  -0.925719  -0.263592          0  0.0341586  0.0371152 -0.0733854          1| 0.149827  0.311125 -0.938484         0  0.950783  0.215049  0.223083         0  0.271227 -0.925719 -0.263592         0 0.0341586 0.0371152  0.126615         1|0.758147|0.0420706|0.05
  0.298366  -0.829645  -0.471875          0  -0.950783  -0.215049  -0.223083          0  0.0836036   0.515211  -0.852976          0  0.0780323  -0.153652 -0.0764783          1|  0.298366  -0.829645  -0.471875          0  -0.950783  -0.215049  -0.223083          0  0.0836036   0.515211  -0.852976          0  0.0481956 -0.0706876 -0.0292908          1|  0.298366  -0.829645  -0.471875          0  -0.950783  -0.215049  -0.223083          0  0.0836036   0.515211  -0.852976          0  0.0481956 -0.0706876   0.170709          1|0.758147|0.0420706|0.05
  0.192243  -0.974031   0.119612          0  -0.950783  -0.215049  -0.223083          0   0.243012 -0.0708389  -0.967433          0  0.0573912  -0.181735  0.0385659          1|  0.192243  -0.974031   0.119612          0  -0.950783  -0.215049  -0.223083          0   0.243012 -0.0708389  -0.967433          0  0.0381669  -0.084332  0.0266047          1|  0.192243  -0.974031   0.119612          0  -0.950783  -0.215049  -0.223083          0   0.243012 -0.0708389  -0.967433          0  0.0381669  -0.084332   0.226605          1|0.758147|0.0420706|0.05
  0.280636  -0.292418  -0.914186          0   0.950783   0.215049   0.223083          0   0.131361  -0.931797   0.338377          0  0.0745836 -0.0491614  -0.162508          1|  0.280636  -0.292418  -0.914186          0   0.950783   0.215049   0.223083          0   0.131361  -0.931797   0.338377          0  0.0465201 -0.0199196 -0.0710892          1|  0.280636  -0.292418  -0.914186          0   0.950783   0.215049   0.223083          0   0.131361  -0.931797   0.338377          0  0.0465201 -0.0199196   0.128911          1|0.758147|0.0420706|0.05
0.0382107 -0.795829  0.604314         0  0.950783  0.215049  0.223083         0 -0.307493  0.566047  0.764878         0  0.027432 -0.147075   0.13284         1|0.0382107 -0.795829  0.604314         0  0.950783  0.215049  0.223083         0 -0.307493  0.566047  0.764878         0 0.0236109 -0.067492  0.072409         1|0.0382107 -0.795829  0.604314         0  0.950783  0.215049  0.223083         0 -0.307493  0.566047  0.764878         0 0.0236109 -0.067492  0.272409         1|0.758147|0.0420706|0.05
   0.211653   -0.976554   0.0393165           0    0.950783    0.215049    0.223083           0   -0.226308 -0.00983476    0.974006           0   0.0611665   -0.182226   0.0229484           1|   0.211653   -0.976554   0.0393165           0    0.950783    0.215049    0.223083           0   -0.226308 -0.00983476    0.974006           0   0.0400012  -0.0845704   0.0190168           1|   0.211653   -0.976554   0.0393165           0    0.950783    0.215049    0.223083           0   -0.226308 -0.00983476    0.974006           0   0.0400012  -0.0845704    0.219017           1|0.758147|0.0420706|0.05
   0.372549   -0.924456  -0.0811731           0    0.927238    0.374384 -0.00812625           0   0.0379023  -0.0722394    0.996667           0   0.0932448   -0.172048   0.0316019           1|   0.372549   -0.924456  -0.0811731           0    0.927238    0.374384 -0.00812625           0   0.0379023  -0.0722394    0.996667           0   0.0559899  -0.0796024   0.0397192           1|   0.372549   -0.924456  -0.0811731           0    0.927238    0.374384 -0.00812625           0   0.0379023  -0.0722394    0.996667           0   0.0559899  -0.0796024    0.239719           1|0.754945|0.0414478|0.05
    0.27912   -0.705439   -0.651497           0    0.927238    0.374384 -0.00812625           0    0.249642   -0.601824    0.758608           0   0.0750729   -0.129449   -0.079326           1|    0.27912   -0.705439   -0.651497           0    0.927238    0.374384 -0.00812625           0    0.249642   -0.601824    0.758608           0   0.0471609  -0.0589053  -0.0141764           1|    0.27912   -0.705439   -0.651497           0    0.927238    0.374384 -0.00812625           0    0.249642   -0.601824    0.758608           0   0.0471609  -0.0589053    0.185824           1|0.754945|0.0414478|0.05
  0.275572  -0.667494   0.691745          0  -0.927238  -0.374384 0.00812625          0   0.253554  -0.643652  -0.722096          0  0.0743827  -0.122069   0.181934          1|  0.275572  -0.667494   0.691745          0  -0.927238  -0.374384 0.00812625          0   0.253554  -0.643652  -0.722096          0  0.0468256 -0.0553195    0.11276          1|  0.275572  -0.667494   0.691745          0  -0.927238  -0.374384 0.00812625          0   0.253554  -0.643652  -0.722096          0  0.0468256 -0.0553195    0.31276          1|0.754945|0.0414478|0.05
  0.326301  -0.818417  -0.472993          0  -0.927238  -0.374384 0.00812625          0  -0.183732   0.435925  -0.881029          0  0.0842495  -0.151423 -0.0446071          1|  0.326301  -0.818417  -0.472993          0  -0.927238  -0.374384 0.00812625          0  -0.183732   0.435925  -0.881029          0  0.0516194 -0.0695817 0.00269222          1|  0.326301  -0.818417  -0.472993          0  -0.927238  -0.374384 0.00812625          0  -0.183732   0.435925  -0.881029          0  0.0516194 -0.0695817   0.202692          1|0.754945|0.0414478|0.05
  0.371978  -0.918343   0.135196          0  -0.927238  -0.374384 0.00812625          0  0.0431527  -0.128382  -0.990786          0  0.0931337  -0.170859  0.0736857          1|  0.371978  -0.918343   0.135196          0  -0.927238  -0.374384 0.00812625          0  0.0431527  -0.128382  -0.990786          0  0.0559359 -0.0790248  0.0601661          1|  0.371978  -0.918343   0.135196          0  -0.927238  -0.374384 0.00812625          0  0.0431527  -0.128382  -0.990786          0  0.0559359 -0.0790248   0.260166          1|0.754945|0.0414478|0.05
   0.151171   -0.354376    0.922803           0    0.927238    0.374384 -0.00812625           0   -0.342603    0.856886    0.385187           0   0.0501868  -0.0611675    0.226875           1|   0.151171   -0.354376    0.922803           0    0.927238    0.374384 -0.00812625           0   -0.342603    0.856886    0.385187           0   0.0350697  -0.0257299    0.134595           1|   0.151171   -0.354376    0.922803           0    0.927238    0.374384 -0.00812625           0   -0.342603    0.856886    0.385187           0   0.0350697  -0.0257299    0.334595           1|0.754945|0.0414478|0.05
   0.323677   -0.790362    0.520156           0    0.927238    0.374384 -0.00812625           0   -0.188315    0.484938    0.854033           0   0.0837392   -0.145967     0.14856           1|   0.323677   -0.790362    0.520156           0    0.927238    0.374384 -0.00812625           0   -0.188315    0.484938    0.854033           0   0.0513715  -0.0669305   0.0965447           1|   0.323677   -0.790362    0.520156           0    0.927238    0.374384 -0.00812625           0   -0.188315    0.484938    0.854033           0   0.0513715  -0.0669305    0.296545           1|0.754945|0.0414478|0.05
  -0.155988    0.405882    0.900515           0   -0.927238   -0.374384  0.00812625           0    0.340437   -0.833724    0.434749           0 -0.00955564   0.0867028     0.22254           1| -0.155988   0.405882   0.900515          0  -0.927238  -0.374384 0.00812625          0   0.340437  -0.833724   0.434749          0 0.00604316  0.0461146   0.132489          1| -0.155988   0.405882   0.900515          0  -0.927238  -0.374384 0.00812625          0   0.340437  -0.833724   0.434749          0 0.00604316  0.0461146   0.332489          1|0.754945|0.0414478|0.05
 -0.0790767    0.216969     0.97297           0    0.927238    0.374384 -0.00812625           0   -0.366028    0.901533   -0.230787           0  0.00540361   0.0499591    0.236633           1| -0.0790767    0.216969     0.97297           0    0.927238    0.374384 -0.00812625           0   -0.366028    0.901533   -0.230787           0   0.0133113   0.0282622    0.139336           1| -0.0790767    0.216969     0.97297           0    0.927238    0.374384 -0.00812625           0   -0.366028    0.901533   -0.230787           0   0.0133113   0.0282622    0.339336           1|0.754945|0.0414478|0.05
 0.0739068  -0.161685   0.984071          0  -0.927238  -0.374384 0.00812625          0   0.367107  -0.913069   -0.17759          0  0.0351589 -0.0236891   0.238792          1|  0.0739068   -0.161685    0.984071           0   -0.927238   -0.374384  0.00812625           0    0.367107   -0.913069    -0.17759           0   0.0277682 -0.00752056    0.140385           1|  0.0739068   -0.161685    0.984071           0   -0.927238   -0.374384  0.00812625           0    0.367107   -0.913069    -0.17759           0   0.0277682 -0.00752056    0.340385           1|0.754945|0.0414478|0.05
   0.186255   -0.964382    -0.18782           0    0.907142    0.242221   -0.344126           0    0.377363   -0.106284    0.919946           0   0.0568145   -0.182389 0.000839534           1|  0.186255  -0.964382   -0.18782          0   0.907142   0.242221  -0.344126          0   0.377363  -0.106284   0.919946          0   0.038189 -0.0859508  0.0196215          1|  0.186255  -0.964382   -0.18782          0   0.907142   0.242221  -0.344126          0   0.377363  -0.106284   0.919946          0   0.038189 -0.0859508   0.219622          1|0.754749|0.0427984|0.05
 0.0392058  -0.862829  -0.503973          0  -0.907142  -0.242221   0.344126          0  -0.418995   0.443683  -0.792205          0  0.0282134  -0.162637 -0.0606522          1| 0.0392058  -0.862829  -0.503973          0  -0.907142  -0.242221   0.344126          0  -0.418995   0.443683  -0.792205          0  0.0242928  -0.076354 -0.0102549          1|0.0392058 -0.862829 -0.503973         0 -0.907142 -0.242221  0.344126         0 -0.418995  0.443683 -0.792205         0 0.0242928 -0.076354  0.189745         1|0.754749|0.0427984|0.05
 0.277997 -0.958834 0.0579241         0 -0.907142 -0.242221  0.344126         0 -0.315929 -0.148211 -0.937135         0 0.0746583  -0.18131 0.0486368         1|  0.277997  -0.958834  0.0579241          0  -0.907142  -0.242221   0.344126          0  -0.315929  -0.148211  -0.937135          0  0.0468586 -0.0854265  0.0428443          1|  0.277997  -0.958834  0.0579241          0  -0.907142  -0.242221   0.344126          0  -0.315929  -0.148211  -0.937135          0  0.0468586 -0.0854265   0.242844          1|0.754749|0.0427984|0.05
  0.410603  -0.688596   0.597696          0  -0.907142  -0.242221   0.344126          0 -0.0921895  -0.683494  -0.724111          0    0.10045  -0.128749   0.153622          1|  0.410603  -0.688596   0.597696          0  -0.907142  -0.242221   0.344126          0 -0.0921895  -0.683494  -0.724111          0  0.0593899  -0.059889  0.0938528          1|  0.410603  -0.688596   0.597696          0  -0.907142  -0.242221   0.344126          0 -0.0921895  -0.683494  -0.724111          0  0.0593899  -0.059889   0.293853          1|0.754749|0.0427984|0.05
 0.386372 -0.155339  0.909168         0 -0.907142 -0.242221  0.344126         0  0.166763 -0.957705 -0.234502         0 0.0957373  -0.02503  0.214204         1|   0.386372   -0.155339    0.909168           0   -0.907142   -0.242221    0.344126           0    0.166763   -0.957705   -0.234502           0   0.0571001 -0.00949617    0.123287           1|   0.386372   -0.155339    0.909168           0   -0.907142   -0.242221    0.344126           0    0.166763   -0.957705   -0.234502           0   0.0571001 -0.00949617    0.323287           1|0.754749|0.0427984|0.05
 0.214561  0.437253  0.873369         0 -0.907142 -0.242221  0.344126         0  0.362018 -0.866105   0.34468         0 0.0623199 0.0902291  0.207241         1| 0.214561  0.437253  0.873369         0 -0.907142 -0.242221  0.344126         0  0.362018 -0.866105   0.34468         0 0.0408639 0.0465038  0.119904         1| 0.214561  0.437253  0.873369         0 -0.907142 -0.242221  0.344126         0  0.362018 -0.866105   0.34468         0 0.0408639 0.0465038  0.319904         1|0.754749|0.0427984|0.05
 0.372492 -0.842674  0.388781         0  0.907142  0.242221 -0.344126         0  0.195815  0.480864   0.85465         0 0.0930375 -0.158717  0.112988         1|  0.372492  -0.842674   0.388781          0   0.907142   0.242221  -0.344126          0   0.195815   0.480864    0.85465          0  0.0557884 -0.0744493  0.0741103          1|  0.372492  -0.842674   0.388781          0   0.907142   0.242221  -0.344126          0   0.195815   0.480864    0.85465          0  0.0557884 -0.0744493    0.27411          1|0.754749|0.0427984|0.05
  0.416449  -0.399093   0.816881          0   0.907142   0.242221  -0.344126          0 -0.0605276   0.884338   0.462906          0   0.101587 -0.0724402   0.196254          1|  0.416449  -0.399093   0.816881          0   0.907142   0.242221  -0.344126          0 -0.0605276   0.884338   0.462906          0  0.0599423 -0.0325309   0.114566          1|  0.416449  -0.399093   0.816881          0   0.907142   0.242221  -0.344126          0 -0.0605276   0.884338   0.462906          0  0.0599423 -0.0325309   0.314566          1|0.754749|0.0427984|0.05
 0.301337  0.196928   0.93296         0  0.907142  0.242221 -0.344126         0  -0.29375  0.950026 -0.105651         0  0.079198 0.0434858  0.218831         1| 0.301337  0.196928   0.93296         0  0.907142  0.242221 -0.344126         0  -0.29375  0.950026 -0.105651         0 0.0490643  0.023793  0.125535         1| 0.301337  0.196928   0.93296         0  0.907142  0.242221 -0.344126         0  -0.29375  0.950026 -0.105651         0 0.0490643  0.023793  0.325535         1|0.754749|0.0427984|0.05
 0.0588419  -0.496501  -0.866039          0   0.834748  -0.451314   0.315455          0  -0.547479  -0.741486   0.387897          0  0.0329905 -0.0807789  -0.161471          1| 0.0588419  -0.496501  -0.866039          0   0.834748  -0.451314   0.315455          0  -0.547479  -0.741486   0.387897          0  0.0271064 -0.0311287 -0.0748668          1| 0.0588419  -0.496501  -0.866039          0   0.834748  -0.451314   0.315455          0  -0.547479  -0.741486   0.387897          0  0.0271064 -0.0311287   0.125133          1|0.752834|0.044215|0.05
 -0.274196  -0.837513   -0.47264          0   0.834748  -0.451314   0.315455          0  -0.477507  -0.308039   0.822861          0 -0.0317854  -0.147106 -0.0849546          1|  -0.274196   -0.837513    -0.47264           0    0.834748   -0.451314    0.315455           0   -0.477507   -0.308039    0.822861           0 -0.00436575  -0.0633543  -0.0376906           1|  -0.274196   -0.837513    -0.47264           0    0.834748   -0.451314    0.315455           0   -0.477507   -0.308039    0.822861           0 -0.00436575  -0.0633543    0.162309           1|0.752834|0.044215|0.05
 -0.502501  -0.858623   0.101291          0   0.834748  -0.451314   0.315455          0  -0.225143   0.243069   0.943519          0 -0.0761906  -0.151211  0.0266751          1| -0.502501  -0.858623   0.101291          0   0.834748  -0.451314   0.315455          0  -0.225143   0.243069   0.943519          0 -0.0259405 -0.0653492  0.0165459          1| -0.502501  -0.858623   0.101291          0   0.834748  -0.451314   0.315455          0  -0.225143   0.243069   0.943519          0 -0.0259405 -0.0653492   0.216546          1|0.752834|0.044215|0.05
 0.0356592  -0.527385  -0.848878          0  -0.834748   0.451314  -0.315455          0   0.549477   0.719848   -0.42414          0  0.0284815 -0.0867857  -0.158133          1| 0.0356592  -0.527385  -0.848878          0  -0.834748   0.451314  -0.315455          0   0.549477   0.719848   -0.42414          0  0.0249156 -0.0340472  -0.073245          1| 0.0356592  -0.527385  -0.848878          0  -0.834748   0.451314  -0.315455          0   0.549477   0.719848   -0.42414          0  0.0249156 -0.0340472   0.126755          1|0.752834|0.044215|0.05
 0.533603  0.521645 -0.665699         0 -0.834748  0.451314 -0.315455         0  0.135884  0.724018  0.676264         0  0.125331  0.117251 -0.122504         1|  0.533603   0.521645  -0.665699          0  -0.834748   0.451314  -0.315455          0   0.135884   0.724018   0.676264          0  0.0719712  0.0650861 -0.0559346          1| 0.533603  0.521645 -0.665699         0 -0.834748  0.451314 -0.315455         0  0.135884  0.724018  0.676264         0 0.0719712 0.0650861  0.144065         1|0.752834|0.044215|0.05
 0.369404 0.0341566 -0.928641         0  0.834748 -0.451314  0.315455         0 -0.408334 -0.891711  -0.19523         0  0.093395 0.0224341 -0.173647         1|  0.369404  0.0341566  -0.928641          0   0.834748  -0.451314   0.315455          0  -0.408334  -0.891711   -0.19523          0  0.0564545  0.0190185 -0.0807826          1| 0.369404 0.0341566 -0.928641         0  0.834748 -0.451314  0.315455         0 -0.408334 -0.891711  -0.19523         0 0.0564545 0.0190185  0.119217         1|0.752834|0.044215|0.05
 0.538867  0.551768 -0.636533         0  0.834748 -0.451314  0.315455         0 -0.113218 -0.701333 -0.703785         0  0.126355   0.12311 -0.116832         1|  0.538867   0.551768  -0.636533          0   0.834748  -0.451314   0.315455          0  -0.113218  -0.701333  -0.703785          0  0.0724687  0.0679327 -0.0531785          1| 0.538867  0.551768 -0.636533         0  0.834748 -0.451314  0.315455         0 -0.113218 -0.701333 -0.703785         0 0.0724687 0.0679327  0.146822         1|0.752834|0.044215|0.05
   0.351823 -0.00354727    -0.93606           0   -0.834748    0.451314   -0.315455           0    0.423576    0.892358    0.155822           0   0.0899754   0.0151007    -0.17509           1|   0.351823 -0.00354727    -0.93606           0   -0.834748    0.451314   -0.315455           0    0.423576    0.892358    0.155822           0   0.0547931   0.0154554  -0.0814837           1|   0.351823 -0.00354727    -0.93606           0   -0.834748    0.451314   -0.315455           0    0.423576    0.892358    0.155822           0   0.0547931   0.0154554    0.118516           1|0.752834|0.044215|0.05
 -0.294125  -0.849779  -0.437454          0  -0.834748   0.451314  -0.315455          0   0.465496    0.27238  -0.842094          0 -0.0356616  -0.149491 -0.0781108          1|  -0.294125   -0.849779   -0.437454           0   -0.834748    0.451314   -0.315455           0    0.465496     0.27238   -0.842094           0 -0.00624905  -0.0645135  -0.0343654           1|  -0.294125   -0.849779   -0.437454           0   -0.834748    0.451314   -0.315455           0    0.465496     0.27238   -0.842094           0 -0.00624905  -0.0645135    0.165635           1|0.752834|0.044215|0.05
