Pregrasp pose | Grasp pose | Postgrasp pose | probability | gripper close | gripper open (Matrix as Col vectors)
   0.40218   0.416832   -0.81517          0  -0.911934   0.103211  -0.397144          0 -0.0814075   0.903105   0.421633          0   0.099932   0.109561  -0.150585          1|   0.40218   0.416832   -0.81517          0  -0.911934   0.103211  -0.397144          0 -0.0814075   0.903105   0.421633          0  0.0597141  0.0678777 -0.0690675          1|   0.40218   0.416832   -0.81517          0  -0.911934   0.103211  -0.397144          0 -0.0814075   0.903105   0.421633          0  0.0597141  0.0678777   0.130932          1|0.871255|0.0401167|0.05
    0.37322   -0.193608   -0.907316           0   -0.911934    0.103211   -0.397144           0    0.170535    0.975635   -0.138037           0   0.0942994 -0.00916965   -0.168507           1|   0.37322  -0.193608  -0.907316          0  -0.911934   0.103211  -0.397144          0   0.170535   0.975635  -0.138037          0  0.0569774  0.0101911 -0.0777753          1|  0.37322 -0.193608 -0.907316         0 -0.911934  0.103211 -0.397144         0  0.170535  0.975635 -0.138037         0 0.0569774 0.0101911  0.122225         1|0.871255|0.0401167|0.05
  0.392267 -0.0647716  -0.917568          0   0.911934  -0.103211   0.397144          0  -0.120427  -0.992548  0.0185812          0  0.0980039   0.015889  -0.170501          1|  0.392267 -0.0647716  -0.917568          0   0.911934  -0.103211   0.397144          0  -0.120427  -0.992548  0.0185812          0  0.0587773  0.0223662 -0.0787442          1|  0.392267 -0.0647716  -0.917568          0   0.911934  -0.103211   0.397144          0  -0.120427  -0.992548  0.0185812          0  0.0587773  0.0223662   0.121256          1|0.871255|0.0401167|0.05
 0.388135  0.531004  -0.75325         0  0.911934 -0.103211  0.397144         0  0.133141  -0.84106 -0.524301         0 0.0972004  0.131767 -0.138541         1|  0.388135   0.531004   -0.75325          0   0.911934  -0.103211   0.397144          0   0.133141   -0.84106  -0.524301          0  0.0583869   0.078667 -0.0632161          1| 0.388135  0.531004  -0.75325         0  0.911934 -0.103211  0.397144         0  0.133141  -0.84106 -0.524301         0 0.0583869  0.078667  0.136784         1|0.871255|0.0401167|0.05
 0.438285 -0.676804 -0.591475         0  0.812998 0.0178643  0.581993         0 -0.383329 -0.735946   0.55807         0  0.106792 -0.105465 -0.101831         1|  0.438285  -0.676804  -0.591475          0   0.812998  0.0178643   0.581993          0  -0.383329  -0.735946    0.55807          0  0.0629637 -0.0377844 -0.0426837          1|  0.438285  -0.676804  -0.591475          0   0.812998  0.0178643   0.581993          0  -0.383329  -0.735946    0.55807          0  0.0629637 -0.0377844   0.157316          1|0.867405|0.0453979|0.05
  0.443021  -0.667594  -0.598374          0  -0.812998 -0.0178643  -0.581993          0   0.377845   0.744312  -0.550666          0   0.107713  -0.103673  -0.103173          1|  0.443021  -0.667594  -0.598374          0  -0.812998 -0.0178643  -0.581993          0   0.377845   0.744312  -0.550666          0  0.0634113  -0.036914 -0.0433357          1|  0.443021  -0.667594  -0.598374          0  -0.812998 -0.0178643  -0.581993          0   0.377845   0.744312  -0.550666          0  0.0634113  -0.036914   0.156664          1|0.867405|0.0453979|0.05
  0.652825  -0.757174 -0.0225024          0   0.747403   0.648667  -0.143597          0   0.123325  0.0769254    0.98938          0   0.151662  -0.133981  0.0249865          1|  0.652825  -0.757174 -0.0225024          0   0.747403   0.648667  -0.143597          0   0.123325  0.0769254    0.98938          0  0.0863796 -0.0582634  0.0272367          1|  0.652825  -0.757174 -0.0225024          0   0.747403   0.648667  -0.143597          0   0.123325  0.0769254    0.98938          0  0.0863796 -0.0582634   0.227237          1|0.862592|0.0409749|0.05
  0.608972  -0.755293  -0.242251          0  -0.747403  -0.648667   0.143597          0  -0.265598  0.0936122  -0.959528          0   0.143133  -0.133615 -0.0177546          1|  0.608972  -0.755293  -0.242251          0  -0.747403  -0.648667   0.143597          0  -0.265598  0.0936122  -0.959528          0  0.0822355 -0.0580856 0.00647051          1|  0.608972  -0.755293  -0.242251          0  -0.747403  -0.648667   0.143597          0  -0.265598  0.0936122  -0.959528          0  0.0822355 -0.0580856   0.206471          1|0.862592|0.0409749|0.05
  0.455658  -0.657783  -0.599748          0   0.747403   0.648667  -0.143597          0   0.483493  -0.382822   0.787199          0   0.113313  -0.114649 -0.0872878          1|  0.455658  -0.657783  -0.599748          0   0.747403   0.648667  -0.143597          0   0.483493  -0.382822   0.787199          0  0.0677473 -0.0488709  -0.027313          1|  0.455658  -0.657783  -0.599748          0   0.747403   0.648667  -0.143597          0   0.483493  -0.382822   0.787199          0  0.0677473 -0.0488709   0.172687          1|0.862592|0.0409749|0.05
  0.336554  -0.556021  -0.759981          0  -0.747403  -0.648667   0.143597          0  -0.572818   0.519684  -0.633883          0  0.0901474 -0.0948565  -0.118453          1|  0.336554  -0.556021  -0.759981          0  -0.747403  -0.648667   0.143597          0  -0.572818   0.519684  -0.633883          0   0.056492 -0.0392544  -0.042455          1|  0.336554  -0.556021  -0.759981          0  -0.747403  -0.648667   0.143597          0  -0.572818   0.519684  -0.633883          0   0.056492 -0.0392544   0.157545          1|0.862592|0.0409749|0.05
 0.509035  0.427889 -0.746857         0  0.772709  0.155107  0.615519         0  0.379216 -0.890423 -0.251678         0  0.120715  0.117453 -0.130693         1|  0.509035   0.427889  -0.746857          0   0.772709   0.155107   0.615519          0   0.379216  -0.890423  -0.251678          0  0.0698119  0.0746646 -0.0560071          1| 0.509035  0.427889 -0.746857         0  0.772709  0.155107  0.615519         0  0.379216 -0.890423 -0.251678         0 0.0698119 0.0746646  0.143993         1|0.862479|0.0473449|0.05
 0.474541 -0.855179  0.208518         0  0.862639  0.498945 0.0831129         0 -0.175115  0.140435  0.974481         0  0.115326 -0.156516 0.0598786         1| 0.474541 -0.855179  0.208518         0  0.862639  0.498945 0.0831129         0 -0.175115  0.140435  0.974481         0 0.0678723 -0.070998 0.0390268         1| 0.474541 -0.855179  0.208518         0  0.862639  0.498945 0.0831129         0 -0.175115  0.140435  0.974481         0 0.0678723 -0.070998  0.239027         1|0.859611|0.0393485|0.05
  0.317942  -0.662651    0.67809          0  -0.862639  -0.498945 -0.0831129          0   0.393405  -0.558522  -0.730264          0  0.0848679  -0.119069    0.15121          1|  0.317942  -0.662651    0.67809          0  -0.862639  -0.498945 -0.0831129          0   0.393405  -0.558522  -0.730264          0  0.0530737 -0.0528042  0.0834014          1|  0.317942  -0.662651    0.67809          0  -0.862639  -0.498945 -0.0831129          0   0.393405  -0.558522  -0.730264          0  0.0530737 -0.0528042   0.283401          1|0.859611|0.0393485|0.05
  0.488458  -0.864387   0.119348          0  -0.862639  -0.498945 -0.0831129          0    0.13139  -0.062357  -0.989368          0   0.118033  -0.158307   0.042535          1|  0.488458  -0.864387   0.119348          0  -0.862639  -0.498945 -0.0831129          0    0.13139  -0.062357  -0.989368          0  0.0691875 -0.0718682  0.0306002          1|  0.488458  -0.864387   0.119348          0  -0.862639  -0.498945 -0.0831129          0    0.13139  -0.062357  -0.989368          0  0.0691875 -0.0718682     0.2306          1|0.859611|0.0393485|0.05
  0.275901  -0.326415  -0.904064          0  -0.862639  -0.498945 -0.0831129          0  -0.423949   0.802812  -0.419238          0  0.0766909 -0.0536714  -0.156519          1|  0.275901  -0.326415  -0.904064          0  -0.862639  -0.498945 -0.0831129          0  -0.423949   0.802812  -0.419238          0  0.0491008 -0.0210299 -0.0661122          1|  0.275901  -0.326415  -0.904064          0  -0.862639  -0.498945 -0.0831129          0  -0.423949   0.802812  -0.419238          0  0.0491008 -0.0210299   0.133888          1|0.859611|0.0393485|0.05
-0.0259826   0.207805  -0.977825          0  -0.862639  -0.498945 -0.0831129          0  -0.505153    0.84135   0.192225          0  0.0179746  0.0502345  -0.170865          1|-0.0259826   0.207805  -0.977825          0  -0.862639  -0.498945 -0.0831129          0  -0.505153    0.84135   0.192225          0  0.0205729   0.029454 -0.0730826          1|-0.0259826   0.207805  -0.977825          0  -0.862639  -0.498945 -0.0831129          0  -0.505153    0.84135   0.192225          0  0.0205729   0.029454   0.126917          1|0.859611|0.0393485|0.05
    0.4724  -0.735956  -0.484981          0  -0.862639  -0.498945 -0.0831129          0  -0.180812   0.457626  -0.870566          0    0.11491  -0.133327  -0.075007          1|    0.4724  -0.735956  -0.484981          0  -0.862639  -0.498945 -0.0831129          0  -0.180812   0.457626  -0.870566          0    0.06767 -0.0597315 -0.0265089          1|    0.4724  -0.735956  -0.484981          0  -0.862639  -0.498945 -0.0831129          0  -0.180812   0.457626  -0.870566          0    0.06767 -0.0597315   0.173491          1|0.859611|0.0393485|0.05
  0.486842    -0.7744  -0.404091          0   0.862639   0.498945  0.0831129          0   0.137257  -0.389047   0.910935          0   0.117719  -0.140804 -0.0592738          1|  0.486842    -0.7744  -0.404091          0   0.862639   0.498945  0.0831129          0   0.137257  -0.389047   0.910935          0  0.0690348 -0.0633644 -0.0188647          1|  0.486842    -0.7744  -0.404091          0   0.862639   0.498945  0.0831129          0   0.137257  -0.389047   0.910935          0  0.0690348 -0.0633644   0.181135          1|0.859611|0.0393485|0.05
 0.280981 -0.609309   0.74148         0  0.862639  0.498945 0.0831129         0 -0.420599  0.616276  0.665808         0 0.0776791 -0.108694   0.16354         1|  0.280981  -0.609309    0.74148          0   0.862639   0.498945  0.0831129          0  -0.420599   0.616276   0.665808          0  0.0495809 -0.0477633  0.0893917          1|  0.280981  -0.609309    0.74148          0   0.862639   0.498945  0.0831129          0  -0.420599   0.616276   0.665808          0  0.0495809 -0.0477633   0.289392          1|0.859611|0.0393485|0.05
0.0199036  0.130703 -0.991222         0  0.862639  0.498945 0.0831129         0  0.505429 -0.856721 -0.102819         0 0.0268995 0.0352381 -0.173471         1| 0.0199036   0.130703  -0.991222          0   0.862639   0.498945  0.0831129          0   0.505429  -0.856721  -0.102819          0  0.0249091  0.0221678 -0.0743486          1|0.0199036  0.130703 -0.991222         0  0.862639  0.498945 0.0831129         0  0.505429 -0.856721 -0.102819         0 0.0249091 0.0221678  0.125651         1|0.859611|0.0393485|0.05
  0.313186  -0.397827  -0.862351          0   0.862639   0.498945  0.0831129          0   0.397201  -0.769927   0.499443          0  0.0839429 -0.0675609  -0.148405          1|  0.313186  -0.397827  -0.862351          0   0.862639   0.498945  0.0831129          0   0.397201  -0.769927   0.499443          0  0.0526243 -0.0277782 -0.0621703          1|  0.313186  -0.397827  -0.862351          0   0.862639   0.498945  0.0831129          0   0.397201  -0.769927   0.499443          0  0.0526243 -0.0277782    0.13783          1|0.859611|0.0393485|0.05
 0.321355 -0.886253  0.333597         0 -0.868427 -0.416277 -0.269348         0  0.377579 -0.203149 -0.903418         0 0.0855317 -0.164241 0.0878353         1|  0.321355  -0.886253   0.333597          0  -0.868427  -0.416277  -0.269348          0   0.377579  -0.203149  -0.903418          0  0.0533962 -0.0756155  0.0544755          1|  0.321355  -0.886253   0.333597          0  -0.868427  -0.416277  -0.269348          0   0.377579  -0.203149  -0.903418          0  0.0533962 -0.0756155   0.254476          1|0.859233|0.0390863|0.05
0.0521872 -0.616965  0.785258         0  0.868427  0.416277  0.269348         0 -0.493063  0.667883  0.557513         0 0.0331786 -0.111864  0.175683         1| 0.0521872  -0.616965   0.785258          0   0.868427   0.416277   0.269348          0  -0.493063   0.667883   0.557513          0  0.0279599 -0.0501678  0.0971575          1| 0.0521872  -0.616965   0.785258          0   0.868427   0.416277   0.269348          0  -0.493063   0.667883   0.557513          0  0.0279599 -0.0501678   0.297157          1|0.859233|0.0390863|0.05
 0.332036 -0.891707  0.307589         0  0.868427  0.416277  0.269348         0 -0.368222  0.177686  0.912601         0 0.0876091 -0.165302 0.0827767         1|  0.332036  -0.891707   0.307589          0   0.868427   0.416277   0.269348          0  -0.368222   0.177686   0.912601          0  0.0544056 -0.0761309  0.0520178          1|  0.332036  -0.891707   0.307589          0   0.868427   0.416277   0.269348          0  -0.368222   0.177686   0.912601          0  0.0544056 -0.0761309   0.252018          1|0.859233|0.0390863|0.05
0.0380458 -0.597586  0.800902         0 -0.868427 -0.416277 -0.269348         0  0.494356 -0.685277 -0.534797         0 0.0304281 -0.108095  0.178726         1| 0.0380458  -0.597586   0.800902          0  -0.868427  -0.416277  -0.269348          0   0.494356  -0.685277  -0.534797          0  0.0266235 -0.0483365  0.0986358          1| 0.0380458  -0.597586   0.800902          0  -0.868427  -0.416277  -0.269348          0   0.494356  -0.685277  -0.534797          0  0.0266235 -0.0483365   0.298636          1|0.859233|0.0390863|0.05
  0.481917  -0.836401   -0.26113          0  -0.868427  -0.416277  -0.269348          0   0.116581   0.356575  -0.926964          0   0.116761  -0.154545 -0.0278392          1|   0.481917   -0.836401    -0.26113           0   -0.868427   -0.416277   -0.269348           0    0.116581    0.356575   -0.926964           0   0.0685693  -0.0709046 -0.00172621           1|  0.481917  -0.836401   -0.26113          0  -0.868427  -0.416277  -0.269348          0   0.116581   0.356575  -0.926964          0  0.0685693 -0.0709046   0.198274          1|0.859233|0.0390863|0.05
 0.503409 0.0292096 -0.863554         0 -0.839972   0.25083 -0.481178         0   0.20255   0.96759  0.150805         0  0.119621 0.0307763 -0.157483         1|  0.503409  0.0292096  -0.863554          0  -0.839972    0.25083  -0.481178          0    0.20255    0.96759   0.150805          0  0.0692803  0.0278554 -0.0711274          1| 0.503409 0.0292096 -0.863554         0 -0.839972   0.25083 -0.481178         0   0.20255   0.96759  0.150805         0 0.0692803 0.0278554  0.128873         1|0.858924|0.0435536|0.05
 0.526323  0.592366 -0.609989         0 -0.839972   0.25083 -0.481178         0  -0.13203  0.765628  0.629588         0  0.124078   0.14031 -0.108164         1|  0.526323   0.592366  -0.609989          0  -0.839972    0.25083  -0.481178          0   -0.13203   0.765628   0.629588          0  0.0714456  0.0810737 -0.0471655          1| 0.526323  0.592366 -0.609989         0 -0.839972   0.25083 -0.481178         0  -0.13203  0.765628  0.629588         0 0.0714456 0.0810737  0.152835         1|0.858924|0.0435536|0.05
 0.516023 0.0949701 -0.851294         0  0.839972  -0.25083  0.481178         0 -0.167832 -0.963361 -0.209206         0  0.122075 0.0435667 -0.155098         1|  0.516023  0.0949701  -0.851294          0   0.839972   -0.25083   0.481178          0  -0.167832  -0.963361  -0.209206          0  0.0704723  0.0340697 -0.0699687          1| 0.516023 0.0949701 -0.851294         0  0.839972  -0.25083  0.481178         0 -0.167832 -0.963361 -0.209206         0 0.0704723 0.0340697  0.130031         1|0.858924|0.0435536|0.05
   0.53245  -0.316786  -0.784948          0  -0.807551  0.0878154  -0.583223          0   0.253687   0.944423  -0.209064          0    0.12527 -0.0330467  -0.139462          1|    0.53245   -0.316786   -0.784948           0   -0.807551   0.0878154   -0.583223           0    0.253687    0.944423   -0.209064           0   0.0720246 -0.00136807  -0.0609669           1|    0.53245   -0.316786   -0.784948           0   -0.807551   0.0878154   -0.583223           0    0.253687    0.944423   -0.209064           0   0.0720246 -0.00136807    0.139033           1|0.847191|0.0453022|0.05
  0.281648  -0.811403  -0.512152          0  -0.807551  0.0878154  -0.583223          0   0.518204   0.577852  -0.630517          0  0.0764886   -0.12925 -0.0864029          1|  0.281648  -0.811403  -0.512152          0  -0.807551  0.0878154  -0.583223          0   0.518204   0.577852  -0.630517          0  0.0483238 -0.0481094 -0.0351877          1|  0.281648  -0.811403  -0.512152          0  -0.807551  0.0878154  -0.583223          0   0.518204   0.577852  -0.630517          0  0.0483238 -0.0481094   0.164812          1|0.847191|0.0453022|0.05
  0.431784  -0.585591  -0.686036          0   0.807551 -0.0878154   0.583223          0  -0.401775  -0.805836   0.434978          0    0.10569 -0.0853292  -0.120223          1|  0.431784  -0.585591  -0.686036          0   0.807551 -0.0878154   0.583223          0  -0.401775  -0.805836   0.434978          0  0.0625117 -0.0267701 -0.0516198          1|  0.431784  -0.585591  -0.686036          0   0.807551 -0.0878154   0.583223          0  -0.401775  -0.805836   0.434978          0  0.0625117 -0.0267701    0.14838          1|0.847191|0.0453022|0.05
    0.585478 -9.45356e-05    -0.810688            0     0.807551   -0.0878154     0.583223            0   -0.0712461    -0.996137   -0.0513377            0     0.135584    0.0285498    -0.144468            1|    0.585478 -9.45356e-05    -0.810688            0     0.807551   -0.0878154     0.583223            0   -0.0712461    -0.996137   -0.0513377            0    0.0770358    0.0285593   -0.0633994            1|    0.585478 -9.45356e-05    -0.810688            0     0.807551   -0.0878154     0.583223            0   -0.0712461    -0.996137   -0.0513377            0    0.0770358    0.0285593     0.136601            1|0.847191|0.0453022|0.05
  0.494496   0.093396   0.864148          0   0.868597 -0.0895038  -0.487369          0  0.0318263   0.991598  -0.125383          0   0.117919  0.0817492   0.217831          1|  0.494496   0.093396   0.864148          0   0.868597 -0.0895038  -0.487369          0  0.0318263   0.991598  -0.125383          0  0.0684692  0.0724096   0.131416          1|  0.494496   0.093396   0.864148          0   0.868597 -0.0895038  -0.487369          0  0.0318263   0.991598  -0.125383          0  0.0684692  0.0724096   0.331416          1|0.845265|0.0420463|0.05
  0.381349  -0.507288   0.772808          0   0.868597 -0.0895038  -0.487369          0   0.316405   0.857116   0.406496          0  0.0959117 -0.0350838   0.200065          1|  0.381349  -0.507288   0.772808          0   0.868597 -0.0895038  -0.487369          0   0.316405   0.857116   0.406496          0  0.0577768   0.015645   0.122784          1|  0.381349  -0.507288   0.772808          0   0.868597 -0.0895038  -0.487369          0   0.316405   0.857116   0.406496          0  0.0577768   0.015645   0.322784          1|0.845265|0.0420463|0.05
   0.424182   -0.374108    0.824689           0   -0.868597   0.0895038    0.487369           0   -0.256141   -0.923056   -0.286983           0    0.104243 -0.00918037    0.210156           1| 0.424182 -0.374108  0.824689         0 -0.868597 0.0895038  0.487369         0 -0.256141 -0.923056 -0.286983         0 0.0618246 0.0282304  0.127687         1| 0.424182 -0.374108  0.824689         0 -0.868597 0.0895038  0.487369         0 -0.256141 -0.923056 -0.286983         0 0.0618246 0.0282304  0.327687         1|0.845265|0.0420463|0.05
 0.493727  0.239899  0.835872         0 -0.868597 0.0895038  0.487369         0 0.0421054 -0.966663  0.252566         0  0.117769  0.110244  0.212331         1| 0.493727  0.239899  0.835872         0 -0.868597 0.0895038  0.487369         0 0.0421054 -0.966663  0.252566         0 0.0683966 0.0862541  0.128744         1| 0.493727  0.239899  0.835872         0 -0.868597 0.0895038  0.487369         0 0.0421054 -0.966663  0.252566         0 0.0683966 0.0862541  0.328744         1|0.845265|0.0420463|0.05
  0.231682  -0.551836  -0.801124          0   -0.83687   0.306795  -0.453349          0   0.495955    0.77547  -0.390736          0   0.066608 -0.0883293  -0.145822          1|  0.231682  -0.551836  -0.801124          0   -0.83687   0.306795  -0.453349          0   0.495955    0.77547  -0.390736          0  0.0434398 -0.0331457 -0.0657093          1|  0.231682  -0.551836  -0.801124          0   -0.83687   0.306795  -0.453349          0   0.495955    0.77547  -0.390736          0  0.0434398 -0.0331457   0.134291          1|0.830537|0.0441029|0.05
  0.411085  -0.194644  -0.890574          0    0.83687  -0.306795   0.453349          0  -0.361466   -0.93166   0.036773          0   0.101502 -0.0188555   -0.16322          1|   0.411085   -0.194644   -0.890574           0     0.83687   -0.306795    0.453349           0   -0.361466    -0.93166    0.036773           0   0.0603933 0.000608943  -0.0741623           1|   0.411085   -0.194644   -0.890574           0     0.83687   -0.306795    0.453349           0   -0.361466    -0.93166    0.036773           0   0.0603933 0.000608943    0.125838           1|0.830537|0.0441029|0.05
   0.47895 0.00936506  -0.877792          0   -0.83687   0.306795  -0.453349          0   0.265057   0.951729   0.154777          0   0.114702  0.0208243  -0.160734          1|   0.47895 0.00936506  -0.877792          0   -0.83687   0.306795  -0.453349          0   0.265057   0.951729   0.154777          0  0.0668066  0.0198878 -0.0729544          1|   0.47895 0.00936506  -0.877792          0   -0.83687   0.306795  -0.453349          0   0.265057   0.951729   0.154777          0  0.0668066  0.0198878   0.127046          1|0.830537|0.0441029|0.05
  0.543275   0.566989  -0.619173          0   -0.83687   0.306795  -0.453349          0 -0.0670841   0.764461    0.64117          0   0.127213   0.129282  -0.110432          1|  0.543275   0.566989  -0.619173          0   -0.83687   0.306795  -0.453349          0 -0.0670841   0.764461    0.64117          0  0.0728853  0.0725833 -0.0485149          1|  0.543275   0.566989  -0.619173          0   -0.83687   0.306795  -0.453349          0 -0.0670841   0.764461    0.64117          0  0.0728853  0.0725833   0.151485          1|0.830537|0.0441029|0.05
  0.545039   0.390146  -0.742104          0    0.83687  -0.306795   0.453349          0 -0.0508022  -0.868138  -0.493717          0   0.127556  0.0948861  -0.134342          1|  0.545039   0.390146  -0.742104          0    0.83687  -0.306795   0.453349          0 -0.0508022  -0.868138  -0.493717          0   0.073052  0.0558716 -0.0601319          1|  0.545039   0.390146  -0.742104          0    0.83687  -0.306795   0.453349          0 -0.0508022  -0.868138  -0.493717          0   0.073052  0.0558716   0.139868          1|0.830537|0.0441029|0.05
 -0.179536  -0.880265   0.439204          0  -0.972644  0.0919345  -0.213335          0   0.147413   -0.46549   -0.87269          0 -0.0133739  -0.147188  0.0894727          1| -0.179536  -0.880265   0.439204          0  -0.972644  0.0919345  -0.213335          0   0.147413   -0.46549   -0.87269          0 0.00457968 -0.0591613  0.0455524          1| -0.179536  -0.880265   0.439204          0  -0.972644  0.0919345  -0.213335          0   0.147413   -0.46549   -0.87269          0 0.00457968 -0.0591613   0.245552          1|0.823953|0.0379465|0.05
-0.0516709   -0.98097  -0.187159          0   0.972644 -0.0919345   0.213335          0  -0.226482  -0.171016   0.958885          0  0.0114958  -0.166775 -0.0323548          1|-0.0516709   -0.98097  -0.187159          0   0.972644 -0.0919345   0.213335          0  -0.226482  -0.171016   0.958885          0  0.0166629 -0.0686778 -0.0136389          1|-0.0516709   -0.98097  -0.187159          0   0.972644 -0.0919345   0.213335          0  -0.226482  -0.171016   0.958885          0  0.0166629 -0.0686778   0.186361          1|0.823953|0.0379465|0.05
 0.0913198  -0.693101  -0.715033          0   0.972644 -0.0919345   0.213335          0  -0.213599  -0.714954   0.665745          0  0.0393075  -0.110784  -0.135026          1| 0.0913198  -0.693101  -0.715033          0   0.972644 -0.0919345   0.213335          0  -0.213599  -0.714954   0.665745          0  0.0301755 -0.0414742 -0.0635229          1| 0.0913198  -0.693101  -0.715033          0   0.972644 -0.0919345   0.213335          0  -0.213599  -0.714954   0.665745          0  0.0301755 -0.0414742   0.136477          1|0.823953|0.0379465|0.05
  0.231364   0.465782  -0.854118          0   0.972644 -0.0919345   0.213335          0  0.0208447  -0.880111   -0.47431          0  0.0665461   0.114618  -0.162078          1|  0.231364   0.465782  -0.854118          0   0.972644 -0.0919345   0.213335          0  0.0208447  -0.880111   -0.47431          0  0.0434097  0.0680402 -0.0766665          1|  0.231364   0.465782  -0.854118          0   0.972644 -0.0919345   0.213335          0  0.0208447  -0.880111   -0.47431          0  0.0434097  0.0680402   0.123333          1|0.823953|0.0379465|0.05
-0.0585999  -0.985758  -0.157631          0  -0.972644  0.0919345  -0.213335          0   0.224788   0.140818  -0.964179          0  0.0101481  -0.167706 -0.0266117          1|-0.0585999  -0.985758  -0.157631          0  -0.972644  0.0919345  -0.213335          0   0.224788   0.140818  -0.964179          0  0.0160081 -0.0691303 -0.0108485          1|-0.0585999  -0.985758  -0.157631          0  -0.972644  0.0919345  -0.213335          0   0.224788   0.140818  -0.964179          0  0.0160081 -0.0691303   0.189151          1|0.823953|0.0379465|0.05
   0.195678    -0.17069   -0.965699           0   -0.972644   0.0919345   -0.213335           0    0.125195    0.981026   -0.148031           0   0.0596052 -0.00917544   -0.183781           1|  0.195678   -0.17069  -0.965699          0  -0.972644  0.0919345  -0.213335          0   0.125195   0.981026  -0.148031          0  0.0400374 0.00789358 -0.0872109          1|  0.195678   -0.17069  -0.965699          0  -0.972644  0.0919345  -0.213335          0   0.125195   0.981026  -0.148031          0  0.0400374 0.00789358   0.112789          1|0.823953|0.0379465|0.05
  0.231895   0.438542  -0.868278          0  -0.972644  0.0919345  -0.213335          0 -0.0137317   0.893996   0.447864          0  0.0666493    0.10932  -0.164832          1|  0.231895   0.438542  -0.868278          0  -0.972644  0.0919345  -0.213335          0 -0.0137317   0.893996   0.447864          0  0.0434599   0.065466 -0.0780046          1|  0.231895   0.438542  -0.868278          0  -0.972644  0.0919345  -0.213335          0 -0.0137317   0.893996   0.447864          0  0.0434599   0.065466   0.121995          1|0.823953|0.0379465|0.05
 0.084719 -0.714724 -0.694257         0 -0.972644 0.0919345 -0.213335         0  0.216302  0.693338 -0.687384         0 0.0380236  -0.11499 -0.130985         1|  0.084719  -0.714724  -0.694257          0  -0.972644  0.0919345  -0.213335          0   0.216302   0.693338  -0.687384          0  0.0295517 -0.0435176 -0.0615596          1|  0.084719  -0.714724  -0.694257          0  -0.972644  0.0919345  -0.213335          0   0.216302   0.693338  -0.687384          0  0.0295517 -0.0435176    0.13844          1|0.823953|0.0379465|0.05
    0.19943   -0.140491   -0.969789           0    0.972644  -0.0919345    0.213335           0   -0.119129   -0.985804    0.118313           0   0.0603348 -0.00330167   -0.184576           1|   0.19943  -0.140491  -0.969789          0   0.972644 -0.0919345   0.213335          0  -0.119129  -0.985804   0.118313          0  0.0403919  0.0107474 -0.0875974          1|   0.19943  -0.140491  -0.969789          0   0.972644 -0.0919345   0.213335          0  -0.119129  -0.985804   0.118313          0  0.0403919  0.0107474   0.112403          1|0.823953|0.0379465|0.05
 -0.174925  -0.894142   0.412203          0   0.972644 -0.0919345   0.213335          0  -0.152856   0.438245   0.885763          0 -0.0124771  -0.149887  0.0842212          1| -0.174925  -0.894142   0.412203          0   0.972644 -0.0919345   0.213335          0  -0.152856   0.438245   0.885763          0 0.00501537 -0.0604726  0.0430009          1| -0.174925  -0.894142   0.412203          0   0.972644 -0.0919345   0.213335          0  -0.152856   0.438245   0.885763          0 0.00501537 -0.0604726   0.243001          1|0.823953|0.0379465|0.05
  0.478504  -0.663614  -0.575021          0  -0.873529   -0.42638  -0.234836          0 -0.0893367   0.614668  -0.783711          0   0.113069   -0.11612 -0.0958561          1|  0.478504  -0.663614  -0.575021          0  -0.873529   -0.42638  -0.234836          0 -0.0893367   0.614668  -0.783711          0  0.0652187  -0.049759  -0.038354          1|  0.478504  -0.663614  -0.575021          0  -0.873529   -0.42638  -0.234836          0 -0.0893367   0.614668  -0.783711          0  0.0652187  -0.049759   0.161646          1|0.817917|0.0457913|0.05
  0.334607  -0.175583  -0.925856          0  -0.873529   -0.42638  -0.234836          0  -0.353533   0.887339  -0.296046          0  0.0850812 -0.0211983  -0.164093          1|   0.334607   -0.175583   -0.925856           0   -0.873529    -0.42638   -0.234836           0   -0.353533    0.887339   -0.296046           0   0.0516204 -0.00364005  -0.0715079           1|   0.334607   -0.175583   -0.925856           0   -0.873529    -0.42638   -0.234836           0   -0.353533    0.887339   -0.296046           0   0.0516204 -0.00364005    0.128492           1|0.817917|0.0457913|0.05
  0.479708  -0.672152  -0.563996          0   0.873529    0.42638   0.234836          0  0.0826307  -0.605319   0.791682          0   0.113303  -0.117781 -0.0937117          1|  0.479708  -0.672152  -0.563996          0   0.873529    0.42638   0.234836          0  0.0826307  -0.605319   0.791682          0  0.0653324 -0.0505659 -0.0373121          1|  0.479708  -0.672152  -0.563996          0   0.873529    0.42638   0.234836          0  0.0826307  -0.605319   0.791682          0  0.0653324 -0.0505659   0.162688          1|0.817917|0.0457913|0.05
  0.339523  -0.187985  -0.921621          0   0.873529    0.42638   0.234836          0   0.348815  -0.884795   0.308976          0  0.0860372 -0.0236105   -0.16327          1|   0.339523   -0.187985   -0.921621           0    0.873529     0.42638    0.234836           0    0.348815   -0.884795    0.308976           0   0.0520849 -0.00481205  -0.0711077           1|   0.339523   -0.187985   -0.921621           0    0.873529     0.42638    0.234836           0    0.348815   -0.884795    0.308976           0   0.0520849 -0.00481205    0.128892           1|0.817917|0.0457913|0.05
